date_id,date,day,day_of_the_week,month,quarter,year
0,2013-01-01,1,Tuesday,January,1,2013
20,2013-04-22,22,Monday,April,2,2013
70,2013-09-27,27,Friday,September,3,2013
73,2013-10-12,12,Saturday,October,4,2013
86,2014-01-01,1,Wednesday,January,1,2014
91,2014-01-06,6,Monday,January,1,2014
92,2014-01-07,7,Tuesday,January,1,2014
1483,2017-11-01,1,Wednesday,November,4,2017
95,2014-01-10,10,Friday,January,1,2014
97,2014-01-12,12,Sunday,January,1,2014
99,2014-01-14,14,Tuesday,January,1,2014
108,2014-01-23,23,Thursday,January,1,2014
111,2014-01-26,26,Sunday,January,1,2014
112,2014-01-27,27,Monday,January,1,2014
115,2014-01-30,30,Thursday,January,1,2014
322,2014-08-25,25,Monday,August,3,2014
120,2014-02-04,4,Tuesday,February,1,2014
123,2014-02-07,7,Friday,February,1,2014
132,2014-02-16,16,Sunday,February,1,2014
1042,2016-08-16,16,Tuesday,August,3,2016
136,2014-02-20,20,Thursday,February,1,2014
141,2014-02-25,25,Tuesday,February,1,2014
143,2014-02-27,27,Thursday,February,1,2014
920,2016-04-15,15,Friday,April,2,2016
1141,2016-11-23,23,Wednesday,November,4,2016
1237,2017-02-28,28,Tuesday,February,1,2017
1401,2017-08-11,11,Friday,August,3,2017
153,2014-03-09,9,Sunday,March,1,2014
158,2014-03-14,14,Friday,March,1,2014
165,2014-03-21,21,Friday,March,1,2014
167,2014-03-23,23,Sunday,March,1,2014
173,2014-03-29,29,Saturday,March,1,2014
176,2014-04-01,1,Tuesday,April,2,2014
180,2014-04-05,5,Saturday,April,2,2014
673,2015-08-12,12,Wednesday,August,3,2015
195,2014-04-20,20,Sunday,April,2,2014
1580,2018-02-06,6,Tuesday,February,1,2018
1119,2016-11-01,1,Tuesday,November,4,2016
204,2014-04-29,29,Tuesday,April,2,2014
452,2015-01-02,2,Friday,January,1,2015
1595,2018-02-21,21,Wednesday,February,1,2018
205,2014-04-30,30,Wednesday,April,2,2014
207,2014-05-02,2,Friday,May,2,2014
208,2014-05-03,3,Saturday,May,2,2014
210,2014-05-05,5,Monday,May,2,2014
213,2014-05-08,8,Thursday,May,2,2014
825,2016-01-11,11,Monday,January,1,2016
1462,2017-10-11,11,Wednesday,October,4,2017
781,2015-11-28,28,Saturday,November,4,2015
1209,2017-01-31,31,Tuesday,January,1,2017
226,2014-05-21,21,Wednesday,May,2,2014
522,2015-03-13,13,Friday,March,1,2015
228,2014-05-23,23,Friday,May,2,2014
232,2014-05-27,27,Tuesday,May,2,2014
692,2015-08-31,31,Monday,August,3,2015
1206,2017-01-28,28,Saturday,January,1,2017
969,2016-06-03,3,Friday,June,2,2016
233,2014-05-28,28,Wednesday,May,2,2014
1392,2017-08-02,2,Wednesday,August,3,2017
239,2014-06-03,3,Tuesday,June,2,2014
1167,2016-12-19,19,Monday,December,4,2016
275,2014-07-09,9,Wednesday,July,3,2014
260,2014-06-24,24,Tuesday,June,2,2014
297,2014-07-31,31,Thursday,July,3,2014
269,2014-07-03,3,Thursday,July,3,2014
276,2014-07-10,10,Thursday,July,3,2014
281,2014-07-15,15,Tuesday,July,3,2014
283,2014-07-17,17,Thursday,July,3,2014
284,2014-07-18,18,Friday,July,3,2014
287,2014-07-21,21,Monday,July,3,2014
293,2014-07-27,27,Sunday,July,3,2014
298,2014-08-01,1,Friday,August,3,2014
1582,2018-02-08,8,Thursday,February,1,2018
299,2014-08-02,2,Saturday,August,3,2014
302,2014-08-05,5,Tuesday,August,3,2014
303,2014-08-06,6,Wednesday,August,3,2014
305,2014-08-08,8,Friday,August,3,2014
307,2014-08-10,10,Sunday,August,3,2014
311,2014-08-14,14,Thursday,August,3,2014
319,2014-08-22,22,Friday,August,3,2014
325,2014-08-28,28,Thursday,August,3,2014
1358,2017-06-29,29,Thursday,June,2,2017
1293,2017-04-25,25,Tuesday,April,2,2017
1575,2018-02-01,1,Thursday,February,1,2018
332,2014-09-04,4,Thursday,September,3,2014
333,2014-09-05,5,Friday,September,3,2014
945,2016-05-10,10,Tuesday,May,2,2016
1051,2016-08-25,25,Thursday,August,3,2016
506,2015-02-25,25,Wednesday,February,1,2015
350,2014-09-22,22,Monday,September,3,2014
790,2015-12-07,7,Monday,December,4,2015
1140,2016-11-22,22,Tuesday,November,4,2016
362,2014-10-04,4,Saturday,October,4,2014
368,2014-10-10,10,Friday,October,4,2014
1205,2017-01-27,27,Friday,January,1,2017
381,2014-10-23,23,Thursday,October,4,2014
1215,2017-02-06,6,Monday,February,1,2017
384,2014-10-26,26,Sunday,October,4,2014
1038,2016-08-12,12,Friday,August,3,2016
1149,2016-12-01,1,Thursday,December,4,2016
1343,2017-06-14,14,Wednesday,June,2,2017
397,2014-11-08,8,Saturday,November,4,2014
399,2014-11-10,10,Monday,November,4,2014
400,2014-11-11,11,Tuesday,November,4,2014
1148,2016-11-30,30,Wednesday,November,4,2016
407,2014-11-18,18,Tuesday,November,4,2014
412,2014-11-23,23,Sunday,November,4,2014
416,2014-11-27,27,Thursday,November,4,2014
418,2014-11-29,29,Saturday,November,4,2014
1469,2017-10-18,18,Wednesday,October,4,2017
419,2014-11-30,30,Sunday,November,4,2014
1631,2018-03-29,29,Thursday,March,1,2018
422,2014-12-03,3,Wednesday,December,4,2014
425,2014-12-06,6,Saturday,December,4,2014
646,2015-07-16,16,Thursday,July,3,2015
539,2015-03-30,30,Monday,March,1,2015
1188,2017-01-09,9,Monday,January,1,2017
576,2015-05-07,7,Thursday,May,2,2015
426,2014-12-07,7,Sunday,December,4,2014
428,2014-12-09,9,Tuesday,December,4,2014
584,2015-05-15,15,Friday,May,2,2015
1049,2016-08-23,23,Tuesday,August,3,2016
1001,2016-07-06,6,Wednesday,July,3,2016
429,2014-12-10,10,Wednesday,December,4,2014
430,2014-12-11,11,Thursday,December,4,2014
431,2014-12-12,12,Friday,December,4,2014
682,2015-08-21,21,Friday,August,3,2015
950,2016-05-15,15,Sunday,May,2,2016
502,2015-02-21,21,Saturday,February,1,2015
435,2014-12-16,16,Tuesday,December,4,2014
549,2015-04-09,9,Thursday,April,2,2015
437,2014-12-18,18,Thursday,December,4,2014
438,2014-12-19,19,Friday,December,4,2014
440,2014-12-21,21,Sunday,December,4,2014
447,2014-12-28,28,Sunday,December,4,2014
657,2015-07-27,27,Monday,July,3,2015
449,2014-12-30,30,Tuesday,December,4,2014
1335,2017-06-06,6,Tuesday,June,2,2017
451,2015-01-01,1,Thursday,January,1,2015
453,2015-01-03,3,Saturday,January,1,2015
1086,2016-09-29,29,Thursday,September,3,2016
454,2015-01-04,4,Sunday,January,1,2015
455,2015-01-05,5,Monday,January,1,2015
456,2015-01-06,6,Tuesday,January,1,2015
458,2015-01-08,8,Thursday,January,1,2015
459,2015-01-09,9,Friday,January,1,2015
460,2015-01-10,10,Saturday,January,1,2015
461,2015-01-11,11,Sunday,January,1,2015
854,2016-02-09,9,Tuesday,February,1,2016
975,2016-06-09,9,Thursday,June,2,2016
524,2015-03-15,15,Sunday,March,1,2015
1232,2017-02-23,23,Thursday,February,1,2017
464,2015-01-14,14,Wednesday,January,1,2015
465,2015-01-15,15,Thursday,January,1,2015
466,2015-01-16,16,Friday,January,1,2015
467,2015-01-17,17,Saturday,January,1,2015
1457,2017-10-06,6,Friday,October,4,2017
1138,2016-11-20,20,Sunday,November,4,2016
1225,2017-02-16,16,Thursday,February,1,2017
567,2015-04-28,28,Tuesday,April,2,2015
470,2015-01-20,20,Tuesday,January,1,2015
474,2015-01-24,24,Saturday,January,1,2015
475,2015-01-25,25,Sunday,January,1,2015
476,2015-01-26,26,Monday,January,1,2015
938,2016-05-03,3,Tuesday,May,2,2016
477,2015-01-27,27,Tuesday,January,1,2015
1394,2017-08-04,4,Friday,August,3,2017
1075,2016-09-18,18,Sunday,September,3,2016
479,2015-01-29,29,Thursday,January,1,2015
1211,2017-02-02,2,Thursday,February,1,2017
480,2015-01-30,30,Friday,January,1,2015
1558,2018-01-15,15,Monday,January,1,2018
485,2015-02-04,4,Wednesday,February,1,2015
486,2015-02-05,5,Thursday,February,1,2015
487,2015-02-06,6,Friday,February,1,2015
488,2015-02-07,7,Saturday,February,1,2015
1081,2016-09-24,24,Saturday,September,3,2016
1144,2016-11-26,26,Saturday,November,4,2016
489,2015-02-08,8,Sunday,February,1,2015
491,2015-02-10,10,Tuesday,February,1,2015
1219,2017-02-10,10,Friday,February,1,2017
492,2015-02-11,11,Wednesday,February,1,2015
493,2015-02-12,12,Thursday,February,1,2015
494,2015-02-13,13,Friday,February,1,2015
495,2015-02-14,14,Saturday,February,1,2015
496,2015-02-15,15,Sunday,February,1,2015
497,2015-02-16,16,Monday,February,1,2015
498,2015-02-17,17,Tuesday,February,1,2015
1262,2017-03-25,25,Saturday,March,1,2017
500,2015-02-19,19,Thursday,February,1,2015
503,2015-02-22,22,Sunday,February,1,2015
507,2015-02-26,26,Thursday,February,1,2015
508,2015-02-27,27,Friday,February,1,2015
509,2015-02-28,28,Saturday,February,1,2015
510,2015-03-01,1,Sunday,March,1,2015
512,2015-03-03,3,Tuesday,March,1,2015
513,2015-03-04,4,Wednesday,March,1,2015
514,2015-03-05,5,Thursday,March,1,2015
515,2015-03-06,6,Friday,March,1,2015
516,2015-03-07,7,Saturday,March,1,2015
517,2015-03-08,8,Sunday,March,1,2015
518,2015-03-09,9,Monday,March,1,2015
520,2015-03-11,11,Wednesday,March,1,2015
521,2015-03-12,12,Thursday,March,1,2015
785,2015-12-02,2,Wednesday,December,4,2015
525,2015-03-16,16,Monday,March,1,2015
1245,2017-03-08,8,Wednesday,March,1,2017
864,2016-02-19,19,Friday,February,1,2016
527,2015-03-18,18,Wednesday,March,1,2015
528,2015-03-19,19,Thursday,March,1,2015
1378,2017-07-19,19,Wednesday,July,3,2017
1380,2017-07-21,21,Friday,July,3,2017
1387,2017-07-28,28,Friday,July,3,2017
1397,2017-08-07,7,Monday,August,3,2017
719,2015-09-27,27,Sunday,September,3,2015
1509,2017-11-27,27,Monday,November,4,2017
1381,2017-07-22,22,Saturday,July,3,2017
530,2015-03-21,21,Saturday,March,1,2015
617,2015-06-17,17,Wednesday,June,2,2015
531,2015-03-22,22,Sunday,March,1,2015
532,2015-03-23,23,Monday,March,1,2015
533,2015-03-24,24,Tuesday,March,1,2015
926,2016-04-21,21,Thursday,April,2,2016
534,2015-03-25,25,Wednesday,March,1,2015
535,2015-03-26,26,Thursday,March,1,2015
1059,2016-09-02,2,Friday,September,3,2016
537,2015-03-28,28,Saturday,March,1,2015
1309,2017-05-11,11,Thursday,May,2,2017
728,2015-10-06,6,Tuesday,October,4,2015
770,2015-11-17,17,Tuesday,November,4,2015
667,2015-08-06,6,Thursday,August,3,2015
540,2015-03-31,31,Tuesday,March,1,2015
1031,2016-08-05,5,Friday,August,3,2016
541,2015-04-01,1,Wednesday,April,2,2015
542,2015-04-02,2,Thursday,April,2,2015
1197,2017-01-18,18,Wednesday,January,1,2017
906,2016-04-01,1,Friday,April,2,2016
544,2015-04-04,4,Saturday,April,2,2015
545,2015-04-05,5,Sunday,April,2,2015
547,2015-04-07,7,Tuesday,April,2,2015
1268,2017-03-31,31,Friday,March,1,2017
548,2015-04-08,8,Wednesday,April,2,2015
550,2015-04-10,10,Friday,April,2,2015
552,2015-04-12,12,Sunday,April,2,2015
554,2015-04-14,14,Tuesday,April,2,2015
555,2015-04-15,15,Wednesday,April,2,2015
556,2015-04-16,16,Thursday,April,2,2015
680,2015-08-19,19,Wednesday,August,3,2015
557,2015-04-17,17,Friday,April,2,2015
558,2015-04-18,18,Saturday,April,2,2015
559,2015-04-19,19,Sunday,April,2,2015
560,2015-04-20,20,Monday,April,2,2015
561,2015-04-22,22,Wednesday,April,2,2015
562,2015-04-23,23,Thursday,April,2,2015
563,2015-04-24,24,Friday,April,2,2015
565,2015-04-26,26,Sunday,April,2,2015
566,2015-04-27,27,Monday,April,2,2015
777,2015-11-24,24,Tuesday,November,4,2015
1133,2016-11-15,15,Tuesday,November,4,2016
899,2016-03-25,25,Friday,March,1,2016
1094,2016-10-07,7,Friday,October,4,2016
1286,2017-04-18,18,Tuesday,April,2,2017
1373,2017-07-14,14,Friday,July,3,2017
570,2015-05-01,1,Friday,May,2,2015
571,2015-05-02,2,Saturday,May,2,2015
572,2015-05-03,3,Sunday,May,2,2015
1278,2017-04-10,10,Monday,April,2,2017
574,2015-05-05,5,Tuesday,May,2,2015
577,2015-05-08,8,Friday,May,2,2015
823,2016-01-09,9,Saturday,January,1,2016
580,2015-05-11,11,Monday,May,2,2015
757,2015-11-04,4,Wednesday,November,4,2015
1238,2017-03-01,1,Wednesday,March,1,2017
581,2015-05-12,12,Tuesday,May,2,2015
582,2015-05-13,13,Wednesday,May,2,2015
1494,2017-11-12,12,Sunday,November,4,2017
585,2015-05-16,16,Saturday,May,2,2015
586,2015-05-17,17,Sunday,May,2,2015
587,2015-05-18,18,Monday,May,2,2015
589,2015-05-20,20,Wednesday,May,2,2015
590,2015-05-21,21,Thursday,May,2,2015
591,2015-05-22,22,Friday,May,2,2015
592,2015-05-23,23,Saturday,May,2,2015
594,2015-05-25,25,Monday,May,2,2015
595,2015-05-26,26,Tuesday,May,2,2015
596,2015-05-27,27,Wednesday,May,2,2015
597,2015-05-28,28,Thursday,May,2,2015
598,2015-05-29,29,Friday,May,2,2015
599,2015-05-30,30,Saturday,May,2,2015
1295,2017-04-27,27,Thursday,April,2,2017
601,2015-06-01,1,Monday,June,2,2015
603,2015-06-03,3,Wednesday,June,2,2015
1180,2017-01-01,1,Sunday,January,1,2017
604,2015-06-04,4,Thursday,June,2,2015
605,2015-06-05,5,Friday,June,2,2015
606,2015-06-06,6,Saturday,June,2,2015
609,2015-06-09,9,Tuesday,June,2,2015
610,2015-06-10,10,Wednesday,June,2,2015
612,2015-06-12,12,Friday,June,2,2015
613,2015-06-13,13,Saturday,June,2,2015
614,2015-06-14,14,Sunday,June,2,2015
615,2015-06-15,15,Monday,June,2,2015
616,2015-06-16,16,Tuesday,June,2,2015
619,2015-06-19,19,Friday,June,2,2015
620,2015-06-20,20,Saturday,June,2,2015
621,2015-06-21,21,Sunday,June,2,2015
622,2015-06-22,22,Monday,June,2,2015
623,2015-06-23,23,Tuesday,June,2,2015
624,2015-06-24,24,Wednesday,June,2,2015
626,2015-06-26,26,Friday,June,2,2015
627,2015-06-27,27,Saturday,June,2,2015
629,2015-06-29,29,Monday,June,2,2015
630,2015-06-30,30,Tuesday,June,2,2015
631,2015-07-01,1,Wednesday,July,3,2015
632,2015-07-02,2,Thursday,July,3,2015
634,2015-07-04,4,Saturday,July,3,2015
635,2015-07-05,5,Sunday,July,3,2015
636,2015-07-06,6,Monday,July,3,2015
637,2015-07-07,7,Tuesday,July,3,2015
638,2015-07-08,8,Wednesday,July,3,2015
639,2015-07-09,9,Thursday,July,3,2015
640,2015-07-10,10,Friday,July,3,2015
641,2015-07-11,11,Saturday,July,3,2015
642,2015-07-12,12,Sunday,July,3,2015
643,2015-07-13,13,Monday,July,3,2015
645,2015-07-15,15,Wednesday,July,3,2015
647,2015-07-17,17,Friday,July,3,2015
1436,2017-09-15,15,Friday,September,3,2017
792,2015-12-09,9,Wednesday,December,4,2015
648,2015-07-18,18,Saturday,July,3,2015
649,2015-07-19,19,Sunday,July,3,2015
650,2015-07-20,20,Monday,July,3,2015
1034,2016-08-08,8,Monday,August,3,2016
1077,2016-09-20,20,Tuesday,September,3,2016
651,2015-07-21,21,Tuesday,July,3,2015
652,2015-07-22,22,Wednesday,July,3,2015
653,2015-07-23,23,Thursday,July,3,2015
654,2015-07-24,24,Friday,July,3,2015
655,2015-07-25,25,Saturday,July,3,2015
656,2015-07-26,26,Sunday,July,3,2015
658,2015-07-28,28,Tuesday,July,3,2015
806,2015-12-23,23,Wednesday,December,4,2015
660,2015-07-30,30,Thursday,July,3,2015
661,2015-07-31,31,Friday,July,3,2015
662,2015-08-01,1,Saturday,August,3,2015
1574,2018-01-31,31,Wednesday,January,1,2018
663,2015-08-02,2,Sunday,August,3,2015
664,2015-08-03,3,Monday,August,3,2015
665,2015-08-04,4,Tuesday,August,3,2015
666,2015-08-05,5,Wednesday,August,3,2015
715,2015-09-23,23,Wednesday,September,3,2015
1491,2017-11-09,9,Thursday,November,4,2017
668,2015-08-07,7,Friday,August,3,2015
669,2015-08-08,8,Saturday,August,3,2015
670,2015-08-09,9,Sunday,August,3,2015
671,2015-08-10,10,Monday,August,3,2015
672,2015-08-11,11,Tuesday,August,3,2015
1517,2017-12-05,5,Tuesday,December,4,2017
674,2015-08-13,13,Thursday,August,3,2015
891,2016-03-17,17,Thursday,March,1,2016
676,2015-08-15,15,Saturday,August,3,2015
677,2015-08-16,16,Sunday,August,3,2015
678,2015-08-17,17,Monday,August,3,2015
679,2015-08-18,18,Tuesday,August,3,2015
681,2015-08-20,20,Thursday,August,3,2015
683,2015-08-22,22,Saturday,August,3,2015
684,2015-08-23,23,Sunday,August,3,2015
685,2015-08-24,24,Monday,August,3,2015
687,2015-08-26,26,Wednesday,August,3,2015
1396,2017-08-06,6,Sunday,August,3,2017
688,2015-08-27,27,Thursday,August,3,2015
689,2015-08-28,28,Friday,August,3,2015
690,2015-08-29,29,Saturday,August,3,2015
691,2015-08-30,30,Sunday,August,3,2015
1125,2016-11-07,7,Monday,November,4,2016
1165,2016-12-17,17,Saturday,December,4,2016
694,2015-09-02,2,Wednesday,September,3,2015
695,2015-09-03,3,Thursday,September,3,2015
696,2015-09-04,4,Friday,September,3,2015
697,2015-09-05,5,Saturday,September,3,2015
698,2015-09-06,6,Sunday,September,3,2015
699,2015-09-07,7,Monday,September,3,2015
700,2015-09-08,8,Tuesday,September,3,2015
701,2015-09-09,9,Wednesday,September,3,2015
1046,2016-08-20,20,Saturday,August,3,2016
1251,2017-03-14,14,Tuesday,March,1,2017
703,2015-09-11,11,Friday,September,3,2015
704,2015-09-12,12,Saturday,September,3,2015
706,2015-09-14,14,Monday,September,3,2015
707,2015-09-15,15,Tuesday,September,3,2015
708,2015-09-16,16,Wednesday,September,3,2015
709,2015-09-17,17,Thursday,September,3,2015
710,2015-09-18,18,Friday,September,3,2015
711,2015-09-19,19,Saturday,September,3,2015
712,2015-09-20,20,Sunday,September,3,2015
1399,2017-08-09,9,Wednesday,August,3,2017
713,2015-09-21,21,Monday,September,3,2015
714,2015-09-22,22,Tuesday,September,3,2015
716,2015-09-24,24,Thursday,September,3,2015
717,2015-09-25,25,Friday,September,3,2015
718,2015-09-26,26,Saturday,September,3,2015
987,2016-06-22,22,Wednesday,June,2,2016
721,2015-09-29,29,Tuesday,September,3,2015
1277,2017-04-09,9,Sunday,April,2,2017
723,2015-10-01,1,Thursday,October,4,2015
724,2015-10-02,2,Friday,October,4,2015
1196,2017-01-17,17,Tuesday,January,1,2017
1493,2017-11-11,11,Saturday,November,4,2017
725,2015-10-03,3,Saturday,October,4,2015
729,2015-10-07,7,Wednesday,October,4,2015
730,2015-10-08,8,Thursday,October,4,2015
731,2015-10-09,9,Friday,October,4,2015
732,2015-10-10,10,Saturday,October,4,2015
733,2015-10-11,11,Sunday,October,4,2015
734,2015-10-12,12,Monday,October,4,2015
735,2015-10-13,13,Tuesday,October,4,2015
736,2015-10-14,14,Wednesday,October,4,2015
737,2015-10-15,15,Thursday,October,4,2015
738,2015-10-16,16,Friday,October,4,2015
739,2015-10-17,17,Saturday,October,4,2015
740,2015-10-18,18,Sunday,October,4,2015
1506,2017-11-24,24,Friday,November,4,2017
742,2015-10-20,20,Tuesday,October,4,2015
743,2015-10-21,21,Wednesday,October,4,2015
1008,2016-07-13,13,Wednesday,July,3,2016
1465,2017-10-14,14,Saturday,October,4,2017
744,2015-10-22,22,Thursday,October,4,2015
745,2015-10-23,23,Friday,October,4,2015
746,2015-10-24,24,Saturday,October,4,2015
747,2015-10-25,25,Sunday,October,4,2015
748,2015-10-26,26,Monday,October,4,2015
1163,2016-12-15,15,Thursday,December,4,2016
749,2015-10-27,27,Tuesday,October,4,2015
910,2016-04-05,5,Tuesday,April,2,2016
750,2015-10-28,28,Wednesday,October,4,2015
751,2015-10-29,29,Thursday,October,4,2015
752,2015-10-30,30,Friday,October,4,2015
753,2015-10-31,31,Saturday,October,4,2015
754,2015-11-01,1,Sunday,November,4,2015
755,2015-11-02,2,Monday,November,4,2015
756,2015-11-03,3,Tuesday,November,4,2015
758,2015-11-05,5,Thursday,November,4,2015
760,2015-11-07,7,Saturday,November,4,2015
761,2015-11-08,8,Sunday,November,4,2015
762,2015-11-09,9,Monday,November,4,2015
763,2015-11-10,10,Tuesday,November,4,2015
764,2015-11-11,11,Wednesday,November,4,2015
765,2015-11-12,12,Thursday,November,4,2015
767,2015-11-14,14,Saturday,November,4,2015
768,2015-11-15,15,Sunday,November,4,2015
769,2015-11-16,16,Monday,November,4,2015
771,2015-11-18,18,Wednesday,November,4,2015
772,2015-11-19,19,Thursday,November,4,2015
1121,2016-11-03,3,Thursday,November,4,2016
774,2015-11-21,21,Saturday,November,4,2015
775,2015-11-22,22,Sunday,November,4,2015
776,2015-11-23,23,Monday,November,4,2015
778,2015-11-25,25,Wednesday,November,4,2015
779,2015-11-26,26,Thursday,November,4,2015
913,2016-04-08,8,Friday,April,2,2016
967,2016-06-01,1,Wednesday,June,2,2016
1066,2016-09-09,9,Friday,September,3,2016
783,2015-11-30,30,Monday,November,4,2015
784,2015-12-01,1,Tuesday,December,4,2015
1626,2018-03-24,24,Saturday,March,1,2018
786,2015-12-03,3,Thursday,December,4,2015
805,2015-12-22,22,Tuesday,December,4,2015
787,2015-12-04,4,Friday,December,4,2015
788,2015-12-05,5,Saturday,December,4,2015
789,2015-12-06,6,Sunday,December,4,2015
791,2015-12-08,8,Tuesday,December,4,2015
795,2015-12-12,12,Saturday,December,4,2015
1467,2017-10-16,16,Monday,October,4,2017
796,2015-12-13,13,Sunday,December,4,2015
797,2015-12-14,14,Monday,December,4,2015
798,2015-12-15,15,Tuesday,December,4,2015
799,2015-12-16,16,Wednesday,December,4,2015
800,2015-12-17,17,Thursday,December,4,2015
801,2015-12-18,18,Friday,December,4,2015
802,2015-12-19,19,Saturday,December,4,2015
803,2015-12-20,20,Sunday,December,4,2015
808,2015-12-25,25,Friday,December,4,2015
809,2015-12-26,26,Saturday,December,4,2015
810,2015-12-27,27,Sunday,December,4,2015
1604,2018-03-02,2,Friday,March,1,2018
811,2015-12-28,28,Monday,December,4,2015
812,2015-12-29,29,Tuesday,December,4,2015
813,2015-12-30,30,Wednesday,December,4,2015
814,2015-12-31,31,Thursday,December,4,2015
815,2016-01-01,1,Friday,January,1,2016
816,2016-01-02,2,Saturday,January,1,2016
818,2016-01-04,4,Monday,January,1,2016
819,2016-01-05,5,Tuesday,January,1,2016
820,2016-01-06,6,Wednesday,January,1,2016
821,2016-01-07,7,Thursday,January,1,2016
822,2016-01-08,8,Friday,January,1,2016
826,2016-01-12,12,Tuesday,January,1,2016
827,2016-01-13,13,Wednesday,January,1,2016
828,2016-01-14,14,Thursday,January,1,2016
829,2016-01-15,15,Friday,January,1,2016
831,2016-01-17,17,Sunday,January,1,2016
833,2016-01-19,19,Tuesday,January,1,2016
834,2016-01-20,20,Wednesday,January,1,2016
1310,2017-05-12,12,Friday,May,2,2017
836,2016-01-22,22,Friday,January,1,2016
837,2016-01-23,23,Saturday,January,1,2016
838,2016-01-24,24,Sunday,January,1,2016
839,2016-01-25,25,Monday,January,1,2016
840,2016-01-26,26,Tuesday,January,1,2016
843,2016-01-29,29,Friday,January,1,2016
841,2016-01-27,27,Wednesday,January,1,2016
842,2016-01-28,28,Thursday,January,1,2016
845,2016-01-31,31,Sunday,January,1,2016
846,2016-02-01,1,Monday,February,1,2016
848,2016-02-03,3,Wednesday,February,1,2016
849,2016-02-04,4,Thursday,February,1,2016
850,2016-02-05,5,Friday,February,1,2016
851,2016-02-06,6,Saturday,February,1,2016
852,2016-02-07,7,Sunday,February,1,2016
1360,2017-07-01,1,Saturday,July,3,2017
855,2016-02-10,10,Wednesday,February,1,2016
856,2016-02-11,11,Thursday,February,1,2016
857,2016-02-12,12,Friday,February,1,2016
858,2016-02-13,13,Saturday,February,1,2016
859,2016-02-14,14,Sunday,February,1,2016
860,2016-02-15,15,Monday,February,1,2016
1593,2018-02-19,19,Monday,February,1,2018
1116,2016-10-29,29,Saturday,October,4,2016
861,2016-02-16,16,Tuesday,February,1,2016
862,2016-02-17,17,Wednesday,February,1,2016
863,2016-02-18,18,Thursday,February,1,2016
865,2016-02-20,20,Saturday,February,1,2016
866,2016-02-21,21,Sunday,February,1,2016
867,2016-02-22,22,Monday,February,1,2016
868,2016-02-23,23,Tuesday,February,1,2016
869,2016-02-24,24,Wednesday,February,1,2016
871,2016-02-26,26,Friday,February,1,2016
872,2016-02-27,27,Saturday,February,1,2016
873,2016-02-28,28,Sunday,February,1,2016
876,2016-03-02,2,Wednesday,March,1,2016
877,2016-03-03,3,Thursday,March,1,2016
878,2016-03-04,4,Friday,March,1,2016
879,2016-03-05,5,Saturday,March,1,2016
